     tides     mass         prob
  8.530151 1.877889 1.241899e-03
  8.530151 1.888945 1.327973e-03
  8.530151 1.900000 1.443121e-03
  8.530151 1.911055 1.548882e-03
  8.530151 1.922111 1.607486e-03
  8.530151 1.933166 1.704320e-03
  8.530151 1.944221 1.783756e-03
  8.530151 1.955276 1.886999e-03
  8.530151 1.966332 1.970327e-03
  8.530151 1.977387 2.028244e-03
  8.530151 1.988442 2.101041e-03
  8.530151 1.999497 2.155753e-03
  8.530151 2.010553 2.151175e-03
  8.530151 2.021608 2.263346e-03
  8.530151 2.032663 2.270214e-03
  8.530151 2.043719 2.312564e-03
  8.530151 2.054774 2.316914e-03
  8.530151 2.065829 2.318516e-03
  8.530151 2.076884 2.293793e-03
  8.530151 2.087940 2.334312e-03
  8.530151 2.098995 2.334999e-03
  8.530151 2.110050 2.319432e-03
  8.530151 2.121106 2.322179e-03
  8.530151 2.132161 2.294022e-03
  8.530151 2.143216 2.276166e-03
  8.530151 2.154271 2.231984e-03
  8.530151 2.165327 2.197875e-03
  8.530151 2.176382 2.134006e-03
  8.530151 2.187437 2.174525e-03
  8.530151 2.198492 2.067847e-03
  8.530151 2.209548 2.045184e-03
  8.530151 2.220603 2.011304e-03
  8.530151 2.231658 1.943772e-03
  8.530151 2.242714 1.912410e-03
  8.530151 2.253769 1.874409e-03
  8.530151 2.264824 1.841215e-03
  8.530151 2.275879 1.796346e-03
  8.530151 2.286935 1.748960e-03
  8.530151 2.297990 1.668608e-03
  8.530151 2.309045 1.648234e-03
  8.530151 2.320101 1.598787e-03
  8.530151 2.331156 1.569485e-03
  8.530151 2.342211 1.458458e-03
  8.530151 2.353266 1.449759e-03
  8.530151 2.364322 1.387035e-03
  8.530151 2.375377 1.352926e-03
  8.530151 2.386432 1.295237e-03
  8.530151 2.397487 1.243043e-03
  8.530151 2.408543 1.194283e-03
  8.530151 2.419598 1.163608e-03
  8.530151 2.430653 1.155824e-03
  8.530151 2.441709 1.053267e-03
  8.530151 2.452764 1.004507e-03
  8.530151 2.463819 9.770367e-04
  8.530151 2.474874 9.314813e-04
  8.530151 2.485930 8.756245e-04
  8.530151 2.496985 8.408284e-04
  8.530151 2.508040 8.133578e-04
  8.530151 2.519095 7.868030e-04
  8.530151 2.530151 7.346089e-04
  8.530151 2.541206 6.734868e-04
  8.530151 2.552261 6.544864e-04
  8.530151 2.563317 6.178589e-04
  8.530151 2.574372 5.903884e-04
  8.530151 2.585427 5.684119e-04
  8.530151 2.596482 5.299531e-04
  8.530151 2.607538 4.914943e-04
  8.530151 2.618593 4.518909e-04
  8.530151 2.629648 4.468546e-04
  8.530151 2.640704 4.374689e-04
  8.530151 2.651759 3.855037e-04
  8.530151 2.662814 3.692503e-04
  8.530151 2.673869 3.559728e-04
  8.530151 2.684925 3.339964e-04
  8.530151 2.695980 3.042366e-04
  8.530151 2.707035 2.886699e-04
  8.530151 2.718090 2.749346e-04
  8.530151 2.729146 2.605126e-04
  8.530151 2.740201 2.302950e-04
  8.530151 2.751256 2.218249e-04
  8.530151 2.762312 2.062582e-04
  8.530151 2.773367 1.890891e-04
  8.530151 2.784422 1.794744e-04
  8.530151 2.795477 1.751249e-04
  8.530151 2.806533 1.490279e-04
  8.530151 2.817588 1.453651e-04
  8.530151 2.828643 1.359793e-04
  8.530151 2.839698 1.174367e-04
  8.530151 2.850754 1.103401e-04
  8.530151 2.861809 9.042396e-05
  8.530151 2.872864 8.653230e-05
  8.530151 2.883920 7.233917e-05
  8.530151 2.894975 6.341124e-05
  8.530151 2.906030 5.608575e-05
  8.530151 2.917085 5.082056e-05
  8.530151 2.928141 5.196516e-05
  8.530151 2.939196 4.463968e-05
  8.530151 2.950251 3.479606e-05
  8.530151 2.961307 3.662743e-05
  8.530151 2.972362 2.289214e-05
  8.530151 2.983417 2.380783e-05
  8.530151 2.994472 2.037401e-05
 13.550251 0.805528 0.000000e+00
 13.550251 0.816583 0.000000e+00
 13.550251 0.827638 0.000000e+00
 13.550251 0.838693 0.000000e+00
 13.550251 0.849749 0.000000e+00
 13.550251 0.860804 0.000000e+00
 13.550251 0.871859 0.000000e+00
 13.550251 0.882915 0.000000e+00
 13.550251 0.893970 0.000000e+00
 13.550251 0.905025 0.000000e+00
 13.550251 0.916080 0.000000e+00
 13.550251 0.927136 0.000000e+00
 13.550251 0.938191 0.000000e+00
 13.550251 0.949246 0.000000e+00
 13.550251 0.960302 0.000000e+00
 13.550251 0.971357 0.000000e+00
 13.550251 0.982412 0.000000e+00
 13.550251 0.993467 0.000000e+00
 13.550251 1.004523 0.000000e+00
 13.550251 1.015578 0.000000e+00
 13.550251 1.026633 0.000000e+00
 13.550251 1.037688 0.000000e+00
 13.550251 1.048744 0.000000e+00
 13.550251 1.059799 0.000000e+00
 13.550251 1.070854 0.000000e+00
 13.550251 1.081910 0.000000e+00
 13.550251 1.092965 0.000000e+00
 13.550251 1.104020 0.000000e+00
 13.550251 1.115075 0.000000e+00
 13.550251 1.126131 0.000000e+00
 13.550251 1.137186 0.000000e+00
 13.550251 1.148241 0.000000e+00
 13.550251 1.159296 0.000000e+00
 13.550251 1.170352 0.000000e+00
 13.550251 1.181407 0.000000e+00
 13.550251 1.192462 0.000000e+00
 13.550251 1.203518 0.000000e+00
 13.550251 1.214573 0.000000e+00
 13.550251 1.225628 0.000000e+00
 13.550251 1.236683 0.000000e+00
 13.550251 1.247739 0.000000e+00
 13.550251 1.258794 0.000000e+00
 13.550251 1.269849 0.000000e+00
 13.550251 1.280905 0.000000e+00
 13.550251 1.291960 0.000000e+00
 13.550251 1.303015 0.000000e+00
 13.550251 1.314070 0.000000e+00
 13.550251 1.325126 0.000000e+00
 13.550251 1.336181 0.000000e+00
 13.550251 1.347236 0.000000e+00
 13.550251 1.358291 0.000000e+00
 13.550251 1.369347 0.000000e+00
 13.550251 1.380402 4.578429e-07
 13.550251 1.391457 2.289214e-07
 13.550251 1.402513 6.867643e-07
 13.550251 1.413568 1.144607e-06
 13.550251 1.424623 2.289214e-06
 13.550251 1.435678 2.060293e-06
 13.550251 1.446734 5.036271e-06
 13.550251 1.457789 4.120586e-06
 13.550251 1.468844 7.096564e-06
 13.550251 1.479899 1.167499e-05
 13.550251 1.490955 1.053039e-05
 13.550251 1.502010 1.900048e-05
 13.550251 1.513065 2.769949e-05
 13.550251 1.524121 3.594066e-05
 13.550251 1.535176 5.013379e-05
 13.550251 1.546231 6.203771e-05
 13.550251 1.557286 6.524261e-05
 13.550251 1.568342 9.362886e-05
 13.550251 1.579397 1.172078e-04
 13.550251 1.590452 1.389553e-04
 13.550251 1.601508 1.668837e-04
 13.550251 1.612563 2.037401e-04
 13.550251 1.623618 2.389940e-04
 13.550251 1.634673 2.932484e-04
 13.550251 1.645729 3.271287e-04
 13.550251 1.656784 3.742865e-04
 13.550251 1.667839 4.537223e-04
 13.550251 1.678894 5.011090e-04
 13.550251 1.689950 5.741349e-04
 13.550251 1.701005 6.407511e-04
 13.550251 1.712060 7.314040e-04
 13.550251 1.723116 7.973333e-04
 13.550251 1.734171 8.747088e-04
 13.550251 1.745226 9.449877e-04
 13.550251 1.756281 1.004278e-03
 13.550251 1.767337 1.082112e-03
 13.550251 1.778392 1.150101e-03
 13.550251 1.789447 1.191078e-03
 13.550251 1.800503 1.333009e-03
 13.550251 1.811558 1.355902e-03
 13.550251 1.822613 1.418626e-03
 13.550251 1.833668 1.442892e-03
 13.550251 1.844724 1.479519e-03
 13.550251 1.855779 1.564220e-03
 13.550251 1.866834 1.624198e-03
 13.550251 1.877889 1.609547e-03
 13.550251 1.888945 1.666319e-03
 13.550251 1.900000 1.644343e-03
 13.550251 1.911055 1.680283e-03
 13.550251 1.922111 1.679597e-03
 13.550251 1.933166 1.708441e-03
 13.550251 1.944221 1.621908e-03
 13.550251 1.955276 1.651210e-03
 13.550251 1.966332 1.618475e-03
 13.550251 1.977387 1.614812e-03
 13.550251 1.988442 1.555063e-03
 13.550251 1.999497 1.589401e-03
 13.550251 2.010553 1.517749e-03
 13.550251 2.021608 1.523930e-03
 13.550251 2.032663 1.469676e-03
 13.550251 2.043719 1.464410e-03
 13.550251 2.054774 1.443121e-03
 13.550251 2.065829 1.346745e-03
 13.550251 2.076884 1.312864e-03
 13.550251 2.087940 1.258839e-03
 13.550251 2.098995 1.224501e-03
 13.550251 2.110050 1.225874e-03
 13.550251 2.121106 1.161776e-03
 13.550251 2.132161 1.128583e-03
 13.550251 2.143216 1.069979e-03
 13.550251 2.154271 1.028773e-03
 13.550251 2.165327 9.969528e-04
 13.550251 2.176382 9.605543e-04
 13.550251 2.187437 9.447587e-04
 13.550251 2.198492 8.646362e-04
 13.550251 2.209548 8.438044e-04
 13.550251 2.220603 8.444912e-04
 13.550251 2.231658 8.003093e-04
 13.550251 2.242714 7.396451e-04
 13.550251 2.253769 7.094275e-04
 13.550251 2.264824 6.597516e-04
 13.550251 2.275879 6.368594e-04
 13.550251 2.286935 6.153408e-04
 13.550251 2.297990 5.711590e-04
 13.550251 2.309045 5.436884e-04
 13.550251 2.320101 5.077477e-04
 13.550251 2.331156 4.974463e-04
 13.550251 2.342211 4.557826e-04
 13.550251 2.353266 4.273963e-04
 13.550251 2.364322 4.102272e-04
 13.550251 2.375377 3.818409e-04
 13.550251 2.386432 3.678767e-04
 13.550251 2.397487 3.417797e-04
 13.550251 2.408543 3.152248e-04
 13.550251 2.419598 3.211768e-04
 13.550251 2.430653 2.790552e-04
 13.550251 2.441709 2.758503e-04
 13.550251 2.452764 2.538739e-04
 13.550251 2.463819 2.600547e-04
 13.550251 2.474874 2.273190e-04
 13.550251 2.485930 2.186200e-04
 13.550251 2.496985 2.028244e-04
 13.550251 2.508040 1.833661e-04
 13.550251 2.519095 1.739803e-04
 13.550251 2.530151 1.584136e-04
 13.550251 2.541206 1.574979e-04
 13.550251 2.552261 1.400999e-04
 13.550251 2.563317 1.355215e-04
 13.550251 2.574372 1.366661e-04
 13.550251 2.585427 1.160632e-04
 13.550251 2.596482 1.121715e-04
 13.550251 2.607538 1.055328e-04
 13.550251 2.618593 9.477347e-05
 13.550251 2.629648 8.699014e-05
 13.550251 2.640704 7.920681e-05
 13.550251 2.651759 6.776074e-05
 13.550251 2.662814 6.432692e-05
 13.550251 2.673869 6.226663e-05
 13.550251 2.684925 5.242301e-05
 13.550251 2.695980 4.212154e-05
 13.550251 2.707035 3.204900e-05
 13.550251 2.718090 3.296469e-05
 13.550251 2.729146 2.769949e-05
 13.550251 2.740201 2.174754e-05
 13.550251 2.751256 1.671126e-05
 13.550251 2.762312 1.373529e-05
 13.550251 2.773367 1.144607e-05
 13.550251 2.784422 8.012250e-06
 13.550251 2.795477 6.409800e-06
 13.550251 2.806533 3.891664e-06
 13.550251 2.817588 2.747057e-06
 13.550251 2.828643 2.518136e-06
 13.550251 2.839698 4.578429e-07
 13.550251 2.850754 6.867643e-07
 13.550251 2.861809 2.289214e-07
 13.550251 2.872864 0.000000e+00
 13.550251 2.883920 0.000000e+00
 13.550251 2.894975 0.000000e+00
 13.550251 2.906030 0.000000e+00
 13.550251 2.917085 0.000000e+00
 13.550251 2.928141 0.000000e+00
 13.550251 2.939196 0.000000e+00
 13.550251 2.950251 0.000000e+00
 13.550251 2.961307 0.000000e+00
 13.550251 2.972362 0.000000e+00
 13.550251 2.983417 0.000000e+00
 13.550251 2.994472 0.000000e+00
 18.570352 0.805528 0.000000e+00
 18.570352 0.816583 0.000000e+00
 18.570352 0.827638 0.000000e+00
 18.570352 0.838693 0.000000e+00
 18.570352 0.849749 0.000000e+00
 18.570352 0.860804 0.000000e+00
 18.570352 0.871859 0.000000e+00
 18.570352 0.882915 0.000000e+00
 18.570352 0.893970 0.000000e+00
 18.570352 0.905025 0.000000e+00
 18.570352 0.916080 0.000000e+00
 18.570352 0.927136 0.000000e+00
 18.570352 0.938191 0.000000e+00
 18.570352 0.949246 0.000000e+00
 18.570352 0.960302 0.000000e+00
 18.570352 0.971357 0.000000e+00
 18.570352 0.982412 0.000000e+00
 18.570352 0.993467 0.000000e+00
 18.570352 1.004523 6.867643e-07
 18.570352 1.015578 0.000000e+00
 18.570352 1.026633 0.000000e+00
 18.570352 1.037688 0.000000e+00
 18.570352 1.048744 0.000000e+00
 18.570352 1.059799 2.289214e-07
 18.570352 1.070854 0.000000e+00
 18.570352 1.081910 0.000000e+00
 18.570352 1.092965 0.000000e+00
 18.570352 1.104020 0.000000e+00
 18.570352 1.115075 0.000000e+00
 18.570352 1.126131 0.000000e+00
 18.570352 1.137186 0.000000e+00
 18.570352 1.148241 0.000000e+00
 18.570352 1.159296 0.000000e+00
 18.570352 1.170352 0.000000e+00
 18.570352 1.181407 0.000000e+00
 18.570352 1.192462 0.000000e+00
 18.570352 1.203518 0.000000e+00
 18.570352 1.214573 0.000000e+00
 18.570352 1.225628 0.000000e+00
 18.570352 1.236683 0.000000e+00
 18.570352 1.247739 0.000000e+00
 18.570352 1.258794 0.000000e+00
 18.570352 1.269849 0.000000e+00
 18.570352 1.280905 0.000000e+00
 18.570352 1.291960 0.000000e+00
 18.570352 1.303015 4.578429e-07
 18.570352 1.314070 2.289214e-07
 18.570352 1.325126 2.289214e-07
 18.570352 1.336181 2.289214e-07
 18.570352 1.347236 1.373529e-06
 18.570352 1.358291 9.156857e-07
 18.570352 1.369347 1.602450e-06
 18.570352 1.380402 3.204900e-06
 18.570352 1.391457 6.180879e-06
 18.570352 1.402513 8.699014e-06
 18.570352 1.413568 1.144607e-05
 18.570352 1.424623 1.579558e-05
 18.570352 1.435678 2.037401e-05
 18.570352 1.446734 2.792841e-05
 18.570352 1.457789 4.257939e-05
 18.570352 1.468844 5.219409e-05
 18.570352 1.479899 7.004996e-05
 18.570352 1.490955 8.195387e-05
 18.570352 1.502010 9.546024e-05
 18.570352 1.513065 1.270514e-04
 18.570352 1.524121 1.531484e-04
 18.570352 1.535176 1.888602e-04
 18.570352 1.546231 2.227406e-04
 18.570352 1.557286 2.591391e-04
 18.570352 1.568342 3.136224e-04
 18.570352 1.579397 3.662743e-04
 18.570352 1.590452 4.029017e-04
 18.570352 1.601508 4.557826e-04
 18.570352 1.612563 5.315556e-04
 18.570352 1.623618 5.702433e-04
 18.570352 1.634673 6.521972e-04
 18.570352 1.645729 7.075961e-04
 18.570352 1.656784 7.698628e-04
 18.570352 1.667839 8.378524e-04
 18.570352 1.678894 9.021794e-04
 18.570352 1.689950 9.337705e-04
 18.570352 1.701005 9.937479e-04
 18.570352 1.712060 1.089208e-03
 18.570352 1.723116 1.079365e-03
 18.570352 1.734171 1.137282e-03
 18.570352 1.745226 1.212826e-03
 18.570352 1.756281 1.235718e-03
 18.570352 1.767337 1.246019e-03
 18.570352 1.778392 1.261357e-03
 18.570352 1.789447 1.296153e-03
 18.570352 1.800503 1.293406e-03
 18.570352 1.811558 1.322708e-03
 18.570352 1.822613 1.309888e-03
 18.570352 1.833668 1.271430e-03
 18.570352 1.844724 1.296153e-03
 18.570352 1.855779 1.297756e-03
 18.570352 1.866834 1.247393e-03
 18.570352 1.877889 1.256092e-03
 18.570352 1.888945 1.203440e-03
 18.570352 1.900000 1.184439e-03
 18.570352 1.911055 1.172764e-03
 18.570352 1.922111 1.142547e-03
 18.570352 1.933166 1.109582e-03
 18.570352 1.944221 1.063798e-03
 18.570352 1.955276 1.053954e-03
 18.570352 1.966332 1.003592e-03
 18.570352 1.977387 9.532288e-04
 18.570352 1.988442 9.106494e-04
 18.570352 1.999497 8.731063e-04
 18.570352 2.010553 8.543348e-04
 18.570352 2.021608 8.275510e-04
 18.570352 2.032663 7.735255e-04
 18.570352 2.043719 7.298015e-04
 18.570352 2.054774 7.085118e-04
 18.570352 2.065829 6.819569e-04
 18.570352 2.076884 6.643300e-04
 18.570352 2.087940 6.558599e-04
 18.570352 2.098995 6.249555e-04
 18.570352 2.110050 5.716168e-04
 18.570352 2.121106 5.420859e-04
 18.570352 2.132161 5.043139e-04
 18.570352 2.143216 4.921811e-04
 18.570352 2.154271 4.592164e-04
 18.570352 2.165327 4.296855e-04
 18.570352 2.176382 4.129743e-04
 18.570352 2.187437 3.909978e-04
 18.570352 2.198492 3.729130e-04
 18.570352 2.209548 3.287312e-04
 18.570352 2.220603 3.138513e-04
 18.570352 2.231658 3.113331e-04
 18.570352 2.242714 2.886699e-04
 18.570352 2.253769 2.760792e-04
 18.570352 2.264824 2.467773e-04
 18.570352 2.275879 2.513557e-04
 18.570352 2.286935 2.284636e-04
 18.570352 2.297990 2.028244e-04
 18.570352 2.309045 1.877156e-04
 18.570352 2.320101 1.877156e-04
